uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks,dataQF
"ef44134b-ca97-4672-bd6d-709a3b86f335","HARV_002.tickPlot.tck","D01","HARV","HARV_002","distributed","deciduousForest",42.477231,-72.259454,"WGS84",20.2,187.7,0.3,"OK",,"2022-08-03T14:41Z","HARV.2022.31","HARV_002.20220803","D00000077752","drag and flag",160,"Y",,,,"No known compromise","NEON.DOC.014045vL","0000-0003-4958-6412",,
"a0dc9a33-af74-47aa-b906-65d0f9bebe21","HARV_001.tickPlot.tck","D01","HARV","HARV_001","distributed","deciduousForest",42.424217,-72.260096,"WGS84",20.1,202.1,0.2,"OK",,"2022-08-03T18:08Z","HARV.2022.31","HARV_001.20220803","D00000077836","drag and flag",160,"Y",,,,"No known compromise","NEON.DOC.014045vL","0000-0003-0616-1529",,
"d19e902d-0351-4be3-ac1c-02a8ccd6ea6e","HARV_022.tickPlot.tck","D01","HARV","HARV_022","distributed","evergreenForest",42.435458,-72.199287,"WGS84",20.2,185.9,0.5,"OK",,"2022-08-04T11:17Z","HARV.2022.31","HARV_022.20220804","D00000078126","drag and flag",160,"Y",,,,"No known compromise","NEON.DOC.014045vL","0000-0003-0616-1529",,
"f85a64be-155c-4bdc-bdff-7089b75255ac","HARV_006.tickPlot.tck","D01","HARV","HARV_006","distributed","deciduousForest",42.401928,-72.252700,"WGS84",20.3,190.8,0.5,"OK",,"2022-08-04T15:14Z","HARV.2022.31","HARV_006.20220804","D00000053934","drag and flag",140,"Y",,,,"No known compromise","NEON.DOC.014045vL","0000-0003-1265-2180",,
"1905c560-36b7-43fd-8404-c584c93b74b6","HARV_026.tickPlot.tck","D01","HARV","HARV_026","distributed","evergreenForest",42.412057,-72.246527,"WGS84",20.2,187.3,0.4,"OK",,"2022-08-04T16:41Z","HARV.2022.31","HARV_026.20220804","D00000078040","drag and flag",160,"Y",,,,"Other (described in remarks)","NEON.DOC.014045vL","0000-0003-1265-2180","Sample stored without ethanol for six weeks",
"a819dccf-0b5b-4e13-97d6-a12d7fb3ed5c","HARV_004.tickPlot.tck","D01","HARV","HARV_004","distributed","mixedForest",42.426877,-72.227953,"WGS84",20.4,182.6,0.9,"OK",,"2022-08-04T18:33Z","HARV.2022.31","HARV_004.20220804","D00000077991","drag and flag",160,"Y",,,,"No known compromise","NEON.DOC.014045vL","0000-0003-1265-2180",,
"b813bf5b-47b7-4878-bbd0-0912e11925dc","HARV_022.tickPlot.tck","D01","HARV","HARV_022","distributed","evergreenForest",42.435458,-72.199287,"WGS84",20.2,185.9,0.5,"location wet",,"2022-08-24T16:00Z","HARV.2022.34",,,,,,,,,,"NEON.DOC.014045vL","0000-0003-4647-8125","INC0058252",
"7617e3ee-b2eb-4e60-8717-94f2ff419cb7","HARV_001.tickPlot.tck","D01","HARV","HARV_001","distributed","deciduousForest",42.424217,-72.260096,"WGS84",20.1,202.1,0.2,"location wet",,"2022-08-24T16:00Z","HARV.2022.34",,,,,,,,,,"NEON.DOC.014045vL","0000-0003-4647-8125","INC0058252",
"9b766bc3-c096-4512-ae4c-6e455825404c","HARV_002.tickPlot.tck","D01","HARV","HARV_002","distributed","deciduousForest",42.477231,-72.259454,"WGS84",20.2,187.7,0.3,"location wet",,"2022-08-24T16:00Z","HARV.2022.34",,,,,,,,,,"NEON.DOC.014045vL","0000-0003-4647-8125","INC0058252",
"1513624b-324e-4be8-9761-a0fa94d1a209","HARV_004.tickPlot.tck","D01","HARV","HARV_004","distributed","mixedForest",42.426877,-72.227953,"WGS84",20.4,182.6,0.9,"OK",,"2022-08-24T19:50Z","HARV.2022.34","HARV_004.20220824","D00000077681","drag and flag",80,"Y",,,,"No known compromise","NEON.DOC.014045vL","0000-0003-1934-4447",,
"e5efd9d0-f0c2-4847-9591-adca99f75a0a","HARV_026.tickPlot.tck","D01","HARV","HARV_026","distributed","evergreenForest",42.412057,-72.246527,"WGS84",20.2,187.3,0.4,"OK",,"2022-08-25T16:42Z","HARV.2022.34",,,"drag and flag",80,"N",,,,,"NEON.DOC.014045vL","0000-0002-7784-1217",,
"95e1db64-e56c-45d3-bf2f-aa4684fa541d","HARV_006.tickPlot.tck","D01","HARV","HARV_006","distributed","deciduousForest",42.401928,-72.252700,"WGS84",20.3,190.8,0.5,"OK",,"2022-08-25T18:00Z","HARV.2022.34",,,"drag and flag",80,"N",,,,,"NEON.DOC.014045vL","0000-0002-7784-1217",,
