uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks,dataQF
"f86e7212-821a-4e4a-b793-2df667d08762","SERC_005.tickPlot.tck","D02","SERC","SERC_005","distributed","deciduousForest",38.894058,-76.546297,"WGS84",20.2,4.9,0.2,,,"2018-04-04T14:06Z","SERC.2018.14",,,"drag and flag",155,"N",0,0,0,"No known compromise","NEON.DOC.014045vJ","charden@neoninc.org",,
"e89e1fc1-e1a9-441a-a243-90a7193d0938","SERC_002.tickPlot.tck","D02","SERC","SERC_002","distributed","deciduousForest",38.896257,-76.558180,"WGS84",20.1,17.3,0.1,,,"2018-04-04T15:10Z","SERC.2018.14","SERC_002.20180404","A00000003263","drag",152,"Y",0,1,2,"No known compromise","NEON.DOC.014045vJ","elamb@battelleecology.org",,
"188df43f-b794-4b26-ba49-3787291ab68c","SERC_006.tickPlot.tck","D02","SERC","SERC_006","distributed","deciduousForest",38.880025,-76.548383,"WGS84",20.3,3.0,0.5,,,"2018-04-04T18:27Z","SERC.2018.14",,,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vJ","charden@neoninc.org",,
"328dad7a-28c2-4b63-b13f-30705d5dcf48","SERC_012.tickPlot.tck","D02","SERC","SERC_012","distributed","deciduousForest",38.880016,-76.561641,"WGS84",20.1,19.3,0.1,,,"2018-04-04T19:19Z","SERC.2018.14",,,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vJ","elamb@battelleecology.org",,
"d76b4750-9030-4551-a052-5d5a8214cb09","SERC_023.tickPlot.tck","D02","SERC","SERC_023","distributed","cultivatedCrops",38.873978,-76.535923,"WGS84",20.1,6.9,0.1,,,"2018-04-05T14:19Z","SERC.2018.14",,,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vJ","elamb@battelleecology.org",,
"e20e8512-8cdc-47d0-895b-bf7de2e7d081","SERC_001.tickPlot.tck","D02","SERC","SERC_001","distributed","deciduousForest",38.868184,-76.535301,"WGS84",20.2,2.5,0.2,,,"2018-04-05T14:51Z","SERC.2018.14",,,"drag",157,"N",0,0,0,"No known compromise","NEON.DOC.014045vJ","charden@neoninc.org",,
"42fc18c9-9639-48a8-b041-74a7eb1b9071","SERC_002.tickPlot.tck","D02","SERC","SERC_002","distributed","deciduousForest",38.896257,-76.558180,"WGS84",20.1,17.3,0.1,,,"2018-04-30T16:02Z","SERC.2018.18","SERC_002.20180430","A00000003301","drag and flag",153,"Y",1,0,0,"No known compromise","NEON.DOC.014045vJ","elamb@battelleecology.org",,
"92b44c94-f73e-4d5c-b846-a40714f856ea","SERC_005.tickPlot.tck","D02","SERC","SERC_005","distributed","deciduousForest",38.894058,-76.546297,"WGS84",20.2,4.9,0.2,,,"2018-04-30T17:35Z","SERC.2018.18","SERC_005.20180430","A00000001185","drag and flag",158,"Y",0,4,0,"Entire sample lost","NEON.DOC.014045vJ","sratcliffe@battelleecology.org","sample lost",
"6f98fd4f-5c3a-41f4-a335-02ad8ed5f494","SERC_006.tickPlot.tck","D02","SERC","SERC_006","distributed","deciduousForest",38.880025,-76.548383,"WGS84",20.3,3.0,0.5,,,"2018-04-30T19:01Z","SERC.2018.18",,,"drag",158,"N",0,0,0,,"NEON.DOC.014045vJ","elamb@battelleecology.org",,
"d96fdf9e-5d92-4b54-a1fe-7a81257ea807","SERC_012.tickPlot.tck","D02","SERC","SERC_012","distributed","deciduousForest",38.880016,-76.561641,"WGS84",20.1,19.3,0.1,,,"2018-04-30T20:09Z","SERC.2018.18","SERC_012.20180430","A00000003299","drag",160,"Y",1,3,0,"No known compromise","NEON.DOC.014045vJ","sratcliffe@battelleecology.org",,
"1d6bbe9a-83e6-4440-86e3-6996c039d6f9","SERC_001.tickPlot.tck","D02","SERC","SERC_001","distributed","deciduousForest",38.868184,-76.535301,"WGS84",20.2,2.5,0.2,,,"2018-04-30T21:16Z","SERC.2018.18","SERC_001.20180430","A00000003264","drag",155,"Y",3,5,0,"No known compromise","NEON.DOC.014045vJ","elamb@battelleecology.org","site-year possibly subsampled in ID lab counts","ID lab nymph count higher than field (PDE >25%)"
"11f5d1f6-15d9-485d-9598-0ec5db51ec2e","SERC_023.tickPlot.tck","D02","SERC","SERC_023","distributed","cultivatedCrops",38.873978,-76.535923,"WGS84",20.1,6.9,0.1,,,"2018-04-30T22:03Z","SERC.2018.18",,,"drag",160,"N",0,0,0,,"NEON.DOC.014045vJ","sratcliffe@battelleecology.org",,
