uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks,dataQF
"05cb6f76-c43d-4eaa-ad49-022d83d010da","HARV_022.tickPlot.tck","D01","HARV","HARV_022","distributed","evergreenForest",42.435458,-72.199287,"WGS84",20.2,185.9,0.5,,,"2017-05-08T14:24Z","HARV.2017.20","HARV_022.20170508",,"drag",160,"Y",0,4,0,"Other (described in remarks)","NEON.DOC.014045vG","bhudson@battelleecology.org","1 tick lost when transferring from cloth to vial",
"501ed897-7d17-4efd-a843-7198740bb531","HARV_006.tickPlot.tck","D01","HARV","HARV_006","distributed","deciduousForest",42.401928,-72.252700,"WGS84",20.3,190.8,0.5,,,"2017-05-08T16:31Z","HARV.2017.20",,,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","bhudson@battelleecology.org",,
"548de0d4-0bde-4360-8ee6-baa1323bba71","HARV_026.tickPlot.tck","D01","HARV","HARV_026","distributed","evergreenForest",42.412057,-72.246527,"WGS84",20.2,187.3,0.4,,,"2017-05-08T17:48Z","HARV.2017.20","HARV_026.20170508",,"drag and flag",160,"Y",2,1,0,"No known compromise","NEON.DOC.014045vG","Wacuna@battelleecology.org",,
"2b715ae7-867f-42f5-94f1-16537548853a","HARV_020.tickPlot.tck","D01","HARV","HARV_020","distributed","woodyWetlands",42.438157,-72.228923,"WGS84",20.2,228.3,0.3,,,"2017-05-09T13:29Z","HARV.2017.20","HARV_020.20170509",,"drag",145,"Y",3,1,0,"No known compromise","NEON.DOC.014045vG","Mbara@battelleecology.org",,
"cd5aed2d-3422-4a99-b647-14958f8c5e8f","HARV_004.tickPlot.tck","D01","HARV","HARV_004","distributed","mixedForest",42.426877,-72.227953,"WGS84",20.4,182.6,0.9,,,"2017-05-09T14:58Z","HARV.2017.20","HARV_004.20170509",,"drag",160,"Y",5,1,0,"No known compromise","NEON.DOC.014045vG","bhudson@battelleecology.org",,
"2cbad9ac-0f96-4e54-be8f-7a575f8a7b3b","HARV_001.tickPlot.tck","D01","HARV","HARV_001","distributed","deciduousForest",42.424217,-72.260096,"WGS84",20.1,202.1,0.2,,,"2017-05-09T16:35Z","HARV.2017.20","HARV_001.20170509",,"drag and flag",160,"Y",1,0,0,"No known compromise","NEON.DOC.014045vG","Mbara@battelleecology.org",,
"d3540992-a64b-44b7-92eb-d66893b1e626","HARV_006.tickPlot.tck","D01","HARV","HARV_006","distributed","deciduousForest",42.401928,-72.252700,"WGS84",20.3,190.8,0.5,,,"2017-05-30T14:32Z","HARV.2017.23","HARV_006.20170530",,"drag",160,"Y",0,1,0,"No known compromise","NEON.DOC.014045vH","gvanscoy@field-ops.org",,
"46125d94-8d90-43bc-a877-dbb10d4fcf44","HARV_026.tickPlot.tck","D01","HARV","HARV_026","distributed","evergreenForest",42.412057,-72.246527,"WGS84",20.2,187.3,0.4,,,"2017-05-30T15:46Z","HARV.2017.23","HARV_026.20170530",,"drag and flag",165,"Y",3,0,0,"No known compromise","NEON.DOC.014045vH","Jcoleman01@battelleecology.org",,
"5bd3af39-9531-4744-a256-5abc07e249f4","HARV_001.tickPlot.tck","D01","HARV","HARV_001","distributed","deciduousForest",42.424217,-72.260096,"WGS84",20.1,202.1,0.2,,,"2017-05-30T17:05Z","HARV.2017.23","HARV_001.20170530",,"drag",160,"Y",3,17,0,"No known compromise","NEON.DOC.014045vH","gvanscoy@field-ops.org",,
"875c92df-95d6-4230-bdb5-43233e75e828","HARV_004.tickPlot.tck","D01","HARV","HARV_004","distributed","mixedForest",42.426877,-72.227953,"WGS84",20.4,182.6,0.9,,,"2017-05-30T18:52Z","HARV.2017.23","HARV_004.20170530",,"drag and flag",160,"Y",0,9,0,"No known compromise","NEON.DOC.014045vH","Jcoleman01@battelleecology.org",,
