uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks,dataQF
"25b0e820-039d-439d-8284-c4ddd578f68e","BLAN_002.tickPlot.tck","D02","BLAN","BLAN_002","distributed","pastureHay",39.091474,-77.982149,"WGS84",20.1,145.6,0.1,,,"2017-07-10T14:31Z","BLAN.2017.29",,,"drag",161,"N",0,0,0,"No known compromise","NEON.DOC.014045vH","sruano@battelleecology.org","SW post is missing",
"01cb8f09-ecc6-4b3d-acc4-e9ff63dee018","BLAN_004.tickPlot.tck","D02","BLAN","BLAN_004","distributed","pastureHay",39.088416,-77.961331,"WGS84",20.1,123.7,0.1,,,"2017-07-10T15:38Z","BLAN.2017.29",,,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vH","sruano@battelleecology.org",,
"161376d6-4f22-46c0-997b-d300c27faaf3","BLAN_012.tickPlot.tck","D02","BLAN","BLAN_012","distributed","deciduousForest",39.082719,-77.959590,"WGS84",20.2,134.9,0.2,,,"2017-07-10T15:49Z","BLAN.2017.29","BLAN_012.20170710",,"drag and flag",155,"Y",0,2,42,"No known compromise","NEON.DOC.014045vH","mstrickland@field-ops.org",,
"81bcc39e-98f1-43a1-b569-420eb0c2788a","BLAN_008.tickPlot.tck","D02","BLAN","BLAN_008","distributed","pastureHay",39.083875,-77.966321,"WGS84",20.1,159.2,0.1,,,"2017-07-10T17:11Z","BLAN.2017.29",,,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vH","sruano@battelleecology.org",,
"3582df3b-4912-452e-93cd-48519ded5422","BLAN_015.tickPlot.tck","D02","BLAN","BLAN_015","distributed","deciduousForest",39.088729,-77.955492,"WGS84",20.1,125.9,0.2,,,"2017-07-10T17:19Z","BLAN.2017.29","BLAN_015.20170710",,"drag",160,"Y",0,0,304,"No known compromise","NEON.DOC.014045vH","mstrickland@field-ops.org",,
"9d750bbc-1a20-40d1-b31c-9a6ac65d52e6","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086224,-77.972736,"WGS84",20.2,168.3,0.3,,,"2017-07-10T18:11Z","BLAN.2017.29","BLAN_005.20170710",,"drag",154,"Y",0,4,248,"No known compromise","NEON.DOC.014045vH","sruano@battelleecology.org",,
"0022bfde-a4b2-494c-bfde-57427bc4485b","BLAN_002.tickPlot.tck","D02","BLAN","BLAN_002","distributed","pastureHay",39.091474,-77.982149,"WGS84",20.1,145.6,0.1,,,"2017-07-31T14:04Z","BLAN.2017.32",,,"drag",80,"N",0,0,0,,"NEON.DOC.014045vH","mstrickland@field-ops.org","post missing from SW corner and didn't have a rangefinder to locate 2 sides",
"d8b6aacb-4169-4ff6-bd75-b0a4e0728ed0","BLAN_004.tickPlot.tck","D02","BLAN","BLAN_004","distributed","pastureHay",39.088416,-77.961331,"WGS84",20.1,123.7,0.1,,,"2017-07-31T14:30Z","BLAN.2017.32",,,"drag",160,"N",0,0,0,,"NEON.DOC.014045vH","mstrickland@field-ops.org",,
"7e3cb292-af23-4199-9bf0-57f3c00694fa","BLAN_008.tickPlot.tck","D02","BLAN","BLAN_008","distributed","pastureHay",39.083875,-77.966321,"WGS84",20.1,159.2,0.1,,,"2017-07-31T14:58Z","BLAN.2017.32",,,"drag",160,"N",0,0,0,,"NEON.DOC.014045vH","mstrickland@field-ops.org",,
"1b85b264-9acc-440a-ba3b-03d9f848bed0","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086224,-77.972736,"WGS84",20.2,168.3,0.3,,,"2017-07-31T15:31Z","BLAN.2017.32","BLAN_005.20170731",,"drag",164,"Y",0,14,305,"Other (described in remarks)","NEON.DOC.014045vH","mstrickland@field-ops.org","one nymph fell off before it could be collected",
