uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks,dataQF
"09ff2b5f-d2aa-4f88-9209-7034e9842e0c","BLAN_002.tickPlot.tck","D02","BLAN","BLAN_002","distributed","pastureHay",39.091474,-77.982149,"WGS84",20.1,145.6,0.1,,,"2018-04-05T13:47Z","BLAN.2018.14",,,"drag",161,"N",0,0,0,,"NEON.DOC.014045vJ","sratcliffe@neoninc.org",,
"481da8f2-da15-4d9c-9fa7-effac6328bfc","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086224,-77.972736,"WGS84",20.2,168.3,0.3,,,"2018-04-05T13:49Z","BLAN.2018.14",,,"drag",167,"N",0,0,0,"No known compromise","NEON.DOC.014045vJ","Lcard@battelleecology.org",,
"abc8d2f0-f830-49e5-b061-681d4cdfe0ff","BLAN_008.tickPlot.tck","D02","BLAN","BLAN_008","distributed","pastureHay",39.083875,-77.966321,"WGS84",20.1,159.2,0.1,,,"2018-04-05T14:42Z","BLAN.2018.14",,,"drag",162,"N",0,0,0,"No known compromise","NEON.DOC.014045vJ","eashcraft@battelleecology.org",,
"1385b9b6-ce30-4f5b-b20d-352e0ce3c85e","BLAN_004.tickPlot.tck","D02","BLAN","BLAN_004","distributed","pastureHay",39.088416,-77.961331,"WGS84",20.1,123.7,0.1,,,"2018-04-05T14:52Z","BLAN.2018.14",,,"drag",160,"N",0,0,0,,"NEON.DOC.014045vJ","sratcliffe@neoninc.org",,
"726c3e80-90f8-4aeb-a718-19333367ac53","BLAN_012.tickPlot.tck","D02","BLAN","BLAN_012","distributed","deciduousForest",39.082719,-77.959590,"WGS84",20.2,134.9,0.2,,,"2018-04-05T15:18Z","BLAN.2018.14",,,"drag",164,"N",0,0,0,"No known compromise","NEON.DOC.014045vJ","jcrosier@battelleecology.org",,
"7ee07259-9537-4a6d-9e80-be7dfffb941c","BLAN_015.tickPlot.tck","D02","BLAN","BLAN_015","distributed","deciduousForest",39.088729,-77.955492,"WGS84",20.1,125.9,0.2,,,"2018-04-05T15:39Z","BLAN.2018.14",,,"drag",165,"N",0,0,0,,"NEON.DOC.014045vJ","sratcliffe@neoninc.org",,
"b16200c0-aee2-42f4-b345-bdfe995e42f4","BLAN_002.tickPlot.tck","D02","BLAN","BLAN_002","distributed","pastureHay",39.091474,-77.982149,"WGS84",20.1,145.6,0.1,,,"2018-04-23T14:43Z","BLAN.2018.17",,,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vJ","rfalkowski@neoninc.org",,
"eb6ae08f-fca8-43ef-a1c6-1d1bcbdfe875","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086224,-77.972736,"WGS84",20.2,168.3,0.3,,,"2018-04-23T15:26Z","BLAN.2018.17",,,"drag",152,"N",0,0,0,"No known compromise","NEON.DOC.014045vJ","elamb@battelleecology.org",,
"97261c2b-83ef-4538-9e5c-fc1a8aa2107d","BLAN_012.tickPlot.tck","D02","BLAN","BLAN_012","distributed","deciduousForest",39.082719,-77.959590,"WGS84",20.2,134.9,0.2,,,"2018-04-23T16:16Z","BLAN.2018.17","BLAN_012.20180423","A00000003293","drag",160,"Y",0,1,0,"No known compromise","NEON.DOC.014045vJ","rfalkowski@neoninc.org",,
"5f44e835-7c9c-4b41-a690-dff612d6d4d9","BLAN_015.tickPlot.tck","D02","BLAN","BLAN_015","distributed","deciduousForest",39.088729,-77.955492,"WGS84",20.1,125.9,0.2,,,"2018-04-23T17:20Z","BLAN.2018.17",,,"drag",162,"N",0,0,0,"No known compromise","NEON.DOC.014045vJ","elamb@battelleecology.org",,
"bcd73f15-b3ff-4b13-a7a6-a5f931dbe51b","BLAN_004.tickPlot.tck","D02","BLAN","BLAN_004","distributed","pastureHay",39.088416,-77.961331,"WGS84",20.1,123.7,0.1,,,"2018-04-23T18:02Z","BLAN.2018.17",,,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vJ","rfalkowski@neoninc.org",,
"59aa8824-fdef-460b-827d-47b6509e5988","BLAN_008.tickPlot.tck","D02","BLAN","BLAN_008","distributed","pastureHay",39.083875,-77.966321,"WGS84",20.1,159.2,0.1,,,"2018-04-23T18:32Z","BLAN.2018.17",,,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vJ","elamb@battelleecology.org",,
